Dagnr,DIENSTREGELPUNT_VAN,DIENSTREGELPUNT_NAAR,KLANTHINDERINMINUTEN,KLANTHINDERNAAM,BEWEGINGNUMMER,MONITORINGSTEGELOMSCHRIJVING,TOELICHTING,AANTAL_OPGEHEVEN_NS_TREINEN
24,Akm,Brdl,475,3. Hinder,646,STS passage / Bijna Aanrijding,AKM-HR: def mat tr 646 / Spoorweb-id: 995826,21
24,Dn,Hrt,196,3. Hinder,-2,Spoor of wissels,DN-HRT: sectie sto Sec-554D-74AT / Spoorweb-id: 995968,0
25,Zvg,Zvo,399,3. Hinder,20008,Vertraging veroorzaakt door andere IM / Terminal,Spoor FZ versperd bij DB INFRAGO,0
16,Etn,Bda,101,3. Hinder,806666,STS passage / Bijna Aanrijding,Bijna aanrijding hond,2
19,Alm,Almm,57,3. Hinder,4621,STS passage / Bijna Aanrijding,suicidale vrouw wit shirt trainingsbroek,0
6,Tb,Tbu,209,3. Hinder,-2,Spoor of wissels,TB: sectie sto Sec-109BT / Spoorweb-id: 988373,7
26,Asd,Sgbr,480,3. Hinder,80283,Meetfout / Onduidelijk systeemgedrag,Monitoring heeft bij de DVL in de late dienst niet gefunctioneerd. Treinen die niet meer verklaard kunnen worden aan dit dossier gekoppeld. Marvall nr: 2112521,36
24,Gs,Lwd,78,3. Hinder,-2,Spoor of wissels,GS-LWD: defect sp Sp-RQ en VF / Spoorweb-id: 995892Dubbelspoorige spoorverzakking gemeld 2265 en 61402265 meldde in eerste instantie mogelijk spoorstaafbreuk. trein op neven spoor laten schouwen 6140. die melde geen breuk te zien maar wel een verzakking en melde toen ook deze in zijn eigen spoor te voelen.na quickscan:verzakking is bekend bij de aannemer en staat al ingepland voor onderhoud maar valt binnen norm.,2
13,Hil,Lis,71,3. Hinder,2312,STS passage / Bijna Aanrijding,"spoorloper, 2312 heeft persoon aangesproken en liep toen weg. HLM-LIS: ass hulpdst / Spoorweb-id: 991163",2
23,Ohze,Hze,180,3. Hinder,-2,STS passage / Bijna Aanrijding,EHV-OHZE: ass hulpdst / Spoorweb-id: 995416Melding van MKS alarm: Suicidaal persoon bij km 7.2 tussen OHZE-EHV. Signalement onbekend.,6
25,Whzan,Whzaz,155,3. Hinder,40050,Conflicten/aanpassingen Dienstregeling,WBI Pernis enkelspoor hoofdbaan,0
17,Ns,Hd,40,3. Hinder,-2,STS passage / Bijna Aanrijding,persoon bij het spoor,0
20,Bda,Bdpb,66,3. Hinder,1185,Storing overwegen,Ovw 3.4 3.8 en 13.8 in storing,0
25,Rta,Rta,50,3. Hinder,4082,Defect materieel,reset,0
26,Hstom,Hsbrdo,65,3. Hinder,-2,STS passage / Bijna Aanrijding,zwaan in het spoor 214.6,0
20,Vndc,Vndc,60,3. Hinder,7332,Defect materieel,oorspronkelijk mat staat defect in  nu uit Vndc gestart ,2
29,Ass,Hw,85,3. Hinder,5481,Defect materieel,technische storing,2
6,Vlgr,Vl,224,3. Hinder,42765,Conflicten/aanpassingen Dienstregeling,drukte db,0
17,Asd,Asd,56,3. Hinder,303060,Werkproces rijdend personeel,machinist melde dat HC een extra HC wou hebben.,0
15,Asdmw,Asdm,45,3. Hinder,-2,Ongeplande buitendienststelling,BUTA tbv herstellen ATB,2
4,Vl,Vl,60,3. Hinder,41759,Vertraging veroorzaakt door andere IM / Terminal,viersen vol,0
7,Vga,Vg,69,3. Hinder,-2,STS passage / Bijna Aanrijding,verkeersborden in spoor. EI6,0
24,Gvc,Gv,56,3. Hinder,-2,Energievoorziening (bovenleiding),Bovenleiding eenmalig kortstondig spanningsloos.,0
25,Ow,Hto,57,3. Hinder,303679,STS passage / Bijna Aanrijding,"3678 allarmeert voor persoon midden op het spoor. Korte broek, wit shirt en mogelijk bebloed hoofd",2
23,Ddr,Zlw,180,3. Hinder,6459,Spoor of wissels,WI 1111 niet in controle,6
20,Ldl,Ut,270,3. Hinder,8843,Aanrijding,LEDN-ZTWW: aanr pers tr 8843 / Spoorweb-id: 994271,10
23,Gz,Bd,397,3. Hinder,-2,Spoor of wissels,mcn 1150 meldde een slechte spoorligging thv km 6.4 en km 5.0 DI spoor. Na Quickscan een European Instruction 5 van 120 km/u,10
7,Vl,Vlgr,927,2. Veel hinder,49701,Vertraging veroorzaakt door andere IM / Terminal,DRUKTE DUITSLAND,0
9,Asd,Ods,40,3. Hinder,251,(problemen met) Reizigers,Trein 421 werd opgeheven en in overleg moest trein 251 de reizigers van trein 421 meenemen. Geen sprake van defect materieel maar overnemen reizigers.,0
5,Zha,Nvbro,136,3. Hinder,914,Defect materieel,ZHA: def mat tr 914 / Spoorweb-id: 987979,5
13,Hnk,Hn,150,3. Hinder,3353,Spoor of wissels,HN: defect sp Sp-EA / Spoorweb-id: 991301,7
3,Shl,Hfd,1890,2. Veel hinder,1010,Spoor of wissels,sectiestoring HFD$2208t,75
12,Ut,Ut,56,3. Hinder,1405,STS passage / Bijna Aanrijding,persoon op spoor,0
9,Kfhn,Kfhan,180,3. Hinder,-2,Spoor of wissels,"KFH: wl sto Wl-2373 - Puntstuk gescheurd, wissel mag niet bereden worden / Spoorweb-id: 989569",0
18,Hsrtdt,Rhsla,117,3. Hinder,911,Defect materieel,Defecte na RBC verlies,4
28,Zvb,Mabr,540,3. Hinder,-2,Gebouwen/kunstwerken,ZVB-ODB: aanr of aanv brug Kw-Spoordragend Kunstwerk / Spoorweb-id: 997878Binnenvaartschip de Merwerde heeft een aanvaring gehad met de Markbrug. (Middenpeiler aan de ZVB se kant). Wel een flinke tik geweest. Volgens de schipper geen schade aan burg/schip.,18
6,Vlgr,Rsdg,60,3. Hinder,47026,Vertraging veroorzaakt door andere IM / Terminal,VL-VLGR: hind buurland Duitsland / Spoorweb-id: 988423,0
6,Almo,Lls,68,3. Hinder,1855,Werkproces rijdend personeel,"trein 404353 was niet afgerangeerd door mcn naar kopspoor, hierdoor geen vrij spoor meer voor tr 1855",2
1,Rvbr,Ssh,82,3. Hinder,-2,Spoor of wissels,HFD-LEDN: sectie sto Sec-981 / Spoorweb-id: 986329,0
7,Rtd,Ehv,90,3. Hinder,1141,Aanrijding,Aanrijding met stopbord,3
7,Almmo,Almm,60,3. Hinder,4385,(problemen met) Reizigers,lastige reiziger,3
25,Gnl,Hrn,200,3. Hinder,556,Defect materieel,GNL-ONN: def mat tr 556 / Spoorweb-id: 996467Trein staat gestrand spoor 1 Haren. Problemen met stroomomvormer.,6
21,Bkla,Mas,40,3. Hinder,7423,Defect materieel,deur probleem,0
15,Bobr,Gw,70,3. Hinder,1851,Beveiligingsinstallaties,Brugseinen 755 en 758 blijven rood.,1
9,Lek,Cl,102,3. Hinder,3751,Spoor of wissels,knik in het spoor.,3
23,Cl,Gdm,150,3. Hinder,-2,STS passage / Bijna Aanrijding,LEK-GDM: hinder pers op sp tr 2982 / Spoorweb-id: 995596,0
26,Hgv,Kg,360,3. Hinder,-2,Storing overwegen,"Meerdere ovw tussen HGV en Meppel, beginnend met ovw 15.5",7
29,Rtd,Gvc,45,3. Hinder,1136,Defect materieel,defect,1
5,Htn,Ht,1183,2. Veel hinder,2977,Aanrijding,aanrijding perswoon,52
13,Ledn,Vkbr,610,3. Hinder,-2,Energievoorziening (bovenleiding),LEDN: def bvl / Spoorweb-id: 991186Groepen 7111 7125 7119 7126 7131 7137 7144 spanningloos,16
20,Amr,Hlo,589,3. Hinder,-2,Spoor of wissels,Wissel 81 uit de controle,19
23,Hlm,Zvt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Wm,Utg,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
16,Ah,Ww,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
4,Wld,Ddzd,797,2. Veel hinder,-1,Defect materieel,,19
1,Odzg,Hgl,300,3. Hinder,20386,Aanpassing DRGL op verzoek van de vervoerder,,0
8,Vl,Vl,90,3. Hinder,-1,Gereedmaken trein/ geen wagenlijst,,0
29,Rm,Mtr,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
20,Vlgr,Vl,326,3. Hinder,-1,Defect materieel,,0
25,Vk,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
1,Hrl,Hang,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
21,Lw,Hdg,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
11,Hrl,Hang,180,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
4,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Eem,Rd,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
2,Asd,Ledn,75,3. Hinder,1417,Aanpassing DRGL op verzoek van de vervoerder,,1
25,Rtn,Utg,90,3. Hinder,4064,Defect materieel,,4
17,Utg,Wm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
12,Alm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
12,Whzan,Whzaz,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
10,Vk,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
13,Vl,Vl,40,3. Hinder,-1,Aansluiting,,0
20,Whzan,Whzaz,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
26,Std,Hrl,60,3. Hinder,3923,Aanpassing DRGL op verzoek van de vervoerder,,2
14,Tbu,Tb,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
14,Vl,Vl,60,3. Hinder,-1,Gereedmaken trein/ geen wagenlijst,,0
17,Aml,Hdb,60,3. Hinder,-1,Defect materieel,,0
15,Ledn,Gvc,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
22,Ps,Bot,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
11,Rhn,Vndc,60,3. Hinder,7324,Defect materieel,,2
7,Vlgr,Vl,60,3. Hinder,20076,Aanpassing DRGL op verzoek van de vervoerder,,0
12,Vlgr,Vl,60,3. Hinder,20086,Aanpassing DRGL op verzoek van de vervoerder,,0
11,Std,Hrl,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
25,Hdb,Mrb,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
12,Brn,Amf,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
4,Tbg,Ww,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
25,Hrl,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
13,Hm,Dn,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
23,Brvalw,Brvalo,165,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Vl,Br,311,3. Hinder,-1,Defect materieel,,2
7,Tg,Vl,185,3. Hinder,-1,Incident gevaarlijke stoffen,,0
5,Gnvon,Gn,60,3. Hinder,-1,Defect materieel,,0
14,Lw,Sk,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Vl,Vl,43,3. Hinder,-1,Gereedmaken trein/ geen wagenlijst,,0
5,Odzg,Hgl,180,3. Hinder,20370,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Vl,Vlgr,60,3. Hinder,20097,Import vertraging buitenland,,0
29,Gvc,Ledn,60,3. Hinder,4689,Aanpassing DRGL op verzoek van de vervoerder,,2
27,Vk,Mt,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
22,Vlgr,Vl,60,3. Hinder,20070,Aanpassing DRGL op verzoek van de vervoerder,,0
8,Mt,Hrl,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
17,Ps,Rscwa,60,3. Hinder,-1,Defect materieel,,0
13,Hlm,Zvt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Zp,Apd,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
7,Rsdg,Rsd,60,3. Hinder,2563,Defect materieel,,2
20,Stm,Bdm,57,3. Hinder,62312,Beveiligingsinstallaties,,0
26,Rtd,Ddr,90,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,3
6,Gwb,Bdg,141,3. Hinder,8881,Defect materieel,,4
26,Wc,Nm,60,3. Hinder,7667,Aanpassing DRGL op verzoek van de vervoerder,,2
27,Asd,Hvs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
24,Sgbr,Asd,51,3. Hinder,1067,"Overschrijden vertrektijd, rijweg ingesteld",,0
7,Ddr,Gr,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
11,Vlgr,Mvt,60,3. Hinder,-1,Werkproces rijdend personeel,,0
16,Asdzo,Asdz,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
13,Hlm,Asd,150,3. Hinder,2120,Aanpassing DRGL op verzoek van de vervoerder,,9
6,Bp,Gn,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
19,Hang,Hrl,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
21,Odzg,Hgl,210,3. Hinder,20386,Afwezigheid personeel,,0
23,Hsvbw,Hsrtdt,60,3. Hinder,9224,Defect materieel,,0
21,Hlm,Asd,60,3. Hinder,5442,Defect materieel,,3
21,Ut,Tl,60,3. Hinder,6749,Aanpassing DRGL op verzoek van de vervoerder,,2
2,Zp,Apd,60,3. Hinder,-1,Afwezigheid personeel,,0
27,Zvt,Hlm,1530,2. Veel hinder,25476,Aanpassing DRGL op verzoek van de vervoerder,,51
4,Vk,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
3,Gs,Vs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
8,Hrl,Std,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
25,Rtd,Ddr,60,3. Hinder,5063,Defect materieel,,2
23,Kfhn,Kfhan,67,3. Hinder,-1,Incident gevaarlijke stoffen,,0
28,Swk,Swk,60,3. Hinder,301839,Werkproces rijdend personeel,,2
25,Hgl,Odzg,60,3. Hinder,20367,Aanpassing DRGL op verzoek van de vervoerder,,0
22,At,At,47,3. Hinder,-1,Defect materieel,,0
19,Bkh,Gvc,120,3. Hinder,83138,Aanpassing DRGL op verzoek van de vervoerder,,8
19,Kfhn,Ps,195,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
9,Vlgr,Vl,150,3. Hinder,20088,Vertraging veroorzaakt door andere IM / Terminal,,0
27,Avat,Amf,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Lc,Go,60,3. Hinder,-1,Defect materieel,,0
29,Gdm,Tl,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
7,Bsk,Wadn,199,3. Hinder,8641,Spoor of wissels,,7
21,Ut,Db,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
6,Vlgr,Vl,60,3. Hinder,20088,Aanpassing DRGL op verzoek van de vervoerder,,0
26,Hdg,Lw,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
26,Gd,Apn,60,3. Hinder,8672,Aanpassing DRGL op verzoek van de vervoerder,,2
4,Gvc,Bkh,150,3. Hinder,83743,Aanpassing DRGL op verzoek van de vervoerder,,6
13,Kg,Hgv,66,3. Hinder,8147,(problemen met) Reizigers,onwel geworden persoon,2
3,Ltn,Bnc,720,2. Veel hinder,-2,Spoor of wissels,achter gebleven rijrichting,0
19,Bd,Rsd,60,3. Hinder,703653,Aanpassing DRGL op verzoek van de vervoerder,Geen materieel voor 703658 dus nog eenmalig gekeerd op Bd,2
27,Obd,Hna,120,3. Hinder,-2,Aanrijding,HN-OBD: aanr pers tr 4871 / Spoorweb-id: 997702,3
5,Dv,Apdo,41,3. Hinder,1664,STS passage / Bijna Aanrijding,Mks verzocht EI 6,0
25,Nvp,Rvbr,276,3. Hinder,1820,(problemen met) Reizigers,HFD-LEDN: hinder onwel reiz tr 1820 / Spoorweb-id: 996209,7
17,Ah,Tl,150,3. Hinder,84142,Spoor of wissels,TL: rijri sto / Spoorweb-id: 992787,0
21,Apn,Ztwo,370,3. Hinder,8874,Spoor of wissels,LL GEEN CONTROLE,17
24,Brvalo,Brdvno,53,3. Hinder,48717,Vertraging veroorzaakt door andere IM / Terminal,Emmerich vol,0
27,Amf,Ama,182,3. Hinder,11749,Beveiligingsinstallaties,seinstoring,5
21,Hstdk,Hszha,99,3. Hinder,-2,Vertraging veroorzaakt door andere IM / Terminal,Spoorloper in Belgie is andere inframanager.,0
21,Hstom,Hstdk,180,3. Hinder,9212,Defect materieel,"onderzoek wees uit : mat probleem, zie opm RB",3
28,Han,Hang,120,3. Hinder,46665,Vertraging veroorzaakt door andere IM / Terminal,"HRL-LG: hinder log probleem tr 46665 / Spoorweb-id: 998031Wegens bosbrand in Belgi‰ kan Duitsland de 46665 niet aannemen, deze was al onderweg van Std-Hrl en de beste optie was tussen Hrl-Lg op de vrije baan aan de kant.",0
11,Hstdk,Hstom,101,3. Hinder,1176,Defect materieel,BD-RTD: def mat tr 1176 / Spoorweb-id: 990683,0
19,Hil,Lis,437,3. Hinder,6365,Defect materieel,HLM-LIS: def mat tr 6365 / Spoorweb-id: 993915,12
3,Es,Esk,557,3. Hinder,-2,Spoor of wissels,ES: sectie sto Sec-1015T en 1031T / Spoorweb-id: 987057,9
24,Amr,Hlo,529,3. Hinder,-2,Spoor of wissels,AMR: wl sto Wl-77 B/81 A &b / Spoorweb-id: 995916,17
12,Obpa,Ass,184,3. Hinder,2272,(problemen met) Reizigers,Lastige reiziger verwijderd,4
16,Wp,Gpda,43,3. Hinder,4336,STS passage / Bijna Aanrijding,"grote vechtpartij op weesp, hulpdiensten aanrijdend.",0
21,Bda,Bdpb,64,3. Hinder,-2,STS passage / Bijna Aanrijding,"suicidaal persoon, man in bosjes en hulpverleners aanwezig",0
21,Lwc,Hdg,283,3. Hinder,-2,Energievoorziening (bovenleiding),LW-HDG: sys sto commu / Spoorweb-id: 994728,0
25,Zd,Zd,60,3. Hinder,304042,Meetfout / Onduidelijk systeemgedrag,Treinen door systeem ingelegd maar niet gereden tijdens incident. Spoorweb ID 996385 DD 25-06-2024.,2
17,Hszha,Hsbda,66,3. Hinder,9328,STS passage / Bijna Aanrijding,Hertje langs de baan. European Instruction 6,0
28,Std,Luta,40,3. Hinder,32433,STS passage / Bijna Aanrijding,"Machinist krijgt van een collega doorgebeld dat er mogelijk een hond thv 19.7 op het schouwpad ligt. Na 2 keer schouwn blijkt er inderdaad een hond te liggen, mks gevraagd of hond weggehaald kan worden, vanaf 11:03 rijden we ook met x.95 ivm hulpverleners. 2940 heeft verzoek van treindienstleider om dit niet te doen genegeerd en is gestopt om hond uit het spoor te halen. Om 11:37 is er gestaakt met de EI6",0
26,Shl,Hfd,312,3. Hinder,-2,Invloed van derden op infra,SHL: brand/rook tunnel tr 2475 / Spoorweb-id: 997166,0
29,Rtd,Gvc,60,3. Hinder,5138,(problemen met) Reizigers,personeel aangevallen,2
17,Bnva,Ama,107,3. Hinder,-2,STS passage / Bijna Aanrijding,MKS meldt suicidaal persoon tussen BNVA-AMA km 54.5 en 54.1,0
20,Gvc,Ut,120,3. Hinder,2063,Herplanning (materieel niet of laat beschikbaar),Treinen niet gereden na opstart mogelijk moment.,4
23,Hshfdo,Hshmdo,1252,2. Veel hinder,9224,Defect materieel,problemen pantograaf/snelschakelaar,38
17,Rsa,Nml,219,3. Hinder,6625,Defect materieel,"Defect mat op Nijmegen Lent, mcn moet een shutdown uitvoeren",5
10,Wt,Hln,171,3. Hinder,859,Defect materieel,859 tussen Wt en Hln ATB + meer technische problemen72.4 in storing. ,4
16,Mes,Sgl,56,3. Hinder,32061,STS passage / Bijna Aanrijding,"in eerste instantie alarmoproep van mcn 32061 (bijna aanrijding persoon nabij ovw 29,9)vervolgens melding MKS, suic persoon op last van politie rijden met EI6 tussen 30,8 en 28,0",0
2,Rb,Bgn,229,3. Hinder,-2,Spoor of wissels,BGN-RB: sectie sto Sec-840B-66B3T / Spoorweb-id: 986857,0
4,Rtst,Rlb,667,3. Hinder,-2,ICT/Telecommunicatie,opnieuw aangeboden aan AM dd 11-06-2024.,9
18,Mes,Sgl,46,3. Hinder,18953,STS passage / Bijna Aanrijding,Koe langs het spoor en hulpverleners,0
17,Za,Vrk,65,3. Hinder,-2,Beveiligingsinstallaties,736 toont onterecht rood ,0
6,Ddv,Mp,480,3. Hinder,-2,Spoor of wissels,81062643 / 71088497 . Spoorweb dossier 988496. Door gronngen al afgesloten.,15
6,Tb,Tba,951,2. Veel hinder,-2,Spoor of wissels,TB: sectie sto Sec-150AT / Spoorweb-id: 988523,25
25,Vl,Vlgr,120,3. Hinder,20091,Import vertraging buitenland,Komt niet uit Duitsland. Oorzaak: meerdere storingen op Duits grondgebied,0
28,Rtd,Gvc,120,3. Hinder,5156,Spoor of wissels,TOBS in wisselsectie Empl Rtd,4
27,Aml,Apd,120,3. Hinder,7082,Herplanning (materieel niet of laat beschikbaar),Geen mat,4
25,Dn,Hrt,77,3. Hinder,-2,Spoor of wissels,HRT-DN: sectie sto Sec-55D-74AT / Spoorweb-id: 996493,2
2,Ddr,Rsd,60,3. Hinder,5195,Werkproces Treindienstleider,geen planregels op gebied zwaluwe,2
23,Gv,Vs,300,3. Hinder,2262,STS passage / Bijna Aanrijding,DTA: sectie sto tr 2265 / Spoorweb-id: 995464,10
5,Rsn,Wdn,556,3. Hinder,1763,Spoor of wissels,sectiestoring plus rijrichtingstoring en meerdere overwegen gestoord,16
10,Asd,Asd,159,3. Hinder,9240,STS passage / Bijna Aanrijding,op last van politie ivm suicidaal persoon ,2
10,Ps,Bott,121,3. Hinder,41753,Gebouwen/kunstwerken,PS-BOT: tunnel sto Tnl-Botlektunnel / Spoorweb-id: 989994,0
16,Hdg,Fwd,67,3. Hinder,-2,Spoor of wissels,FWD: sectie sto Sec-310H-KT / Spoorweb-id: 992594Sectiestoring na passage trein verdwenen. ,0
26,Gd,Hgwbr,676,3. Hinder,-2,STS passage / Bijna Aanrijding,su‹cidaaltje,16
25,Rb,Bgn,1549,2. Veel hinder,6147,Spoor of wissels,RB-BGN: defect sp Sp-RO / Spoorweb-id: 996292,50
18,Hlm,Hlmkr,62,3. Hinder,-2,STS passage / Bijna Aanrijding,HLM: ass hulpdst / Spoorweb-id: 993517,1
20,Dtc,Gdr,150,3. Hinder,-2,Onregelmatigheden in de uitvoering van BTD,DTC-TBG: uitloop wzh / Spoorweb-id: 994135,0
16,Vsv,Tbg,66,3. Hinder,30958,STS passage / Bijna Aanrijding,VSV: bijna aanr tr 30958 / Spoorweb-id: 992645.MCN meldt persoon in het spoor en kan niet vertrekken omdat persoon niet voor reden vatbaar is. Hulptroepen onderweg.,0
20,Bdpb,Bda,44,3. Hinder,-2,Storing overwegen,Treinopvolging,0
17,Dv,Dvge,987,2. Veel hinder,1677,Spoor of wissels,Wissel 123 in een rijweg uit de controle/ in storing,31
20,Dtc,Gdr,81,3. Hinder,-2,Invloed van derden op infra,explsieven te doetinchem,0
10,Asdl,Asra,66,3. Hinder,-2,STS passage / Bijna Aanrijding,ASDL-ASRA: ass hulpdst / Spoorweb-id: 990218,0
26,Asdm,Asdma,230,3. Hinder,-2,Spoor of wissels,Sectiestoring waardoor we met alle treinen over spoor 203 rijden,0
22,Hlm,Zvt,60,3. Hinder,15467,Conflicten/aanpassingen Dienstregeling,vertraging eruit halen,2
20,Wadn,Bsks,150,3. Hinder,8620,Energievoorziening (bovenleiding),def bvl en trein die niet meer op gang kwam,7
9,Kfhan,Kfhn,252,3. Hinder,43351,Spoor of wissels,KFH: wl sto Wl-2397 A / Spoorweb-id: 989759,0
17,Btl,Lpe,60,3. Hinder,6436,(problemen met) Reizigers,BTL: hinder onwel reiz tr 6436 / Spoorweb-id: 992889,4
12,Wc,Mbrvo,57,3. Hinder,-2,STS passage / Bijna Aanrijding,Persoon langs baan gemeld door MKS,0
19,Ngsfa,Dt,85,3. Hinder,3254,(problemen met) Reizigers,lastige reiziger. Ass politie.,1
14,Kma,Nnvbr,299,3. Hinder,4061,Defect materieel,WM-UTG: def mat tr 4061 / Spoorweb-id: 991841,7
17,Hlm,Zvt,2610,1. Zeer veel hinder,15439,Aanpassing DRGL op verzoek van de vervoerder,im zomerweer ,87
15,Zlw,Hzl,95,3. Hinder,9256,Defect materieel,Zie toelichting RB CMT.,0
5,Wp,Wp,49,3. Hinder,5718,STS passage / Bijna Aanrijding,"Eenden in spoor, door mcn verwijderd. ",0
22,Vlgr,Vl,60,3. Hinder,20082,Vertraging veroorzaakt door andere IM / Terminal,persoon op het spoor boisheim,0
4,Vl,Vlgr,667,3. Hinder,43479,Conflicten/aanpassingen Dienstregeling,"Emmerich sluiting, gebrek aan logistieke bijsturings capaciteit, oftewel te weinig sporen voor het aanbod goederentreinen",0
13,Nm,Ah,60,3. Hinder,6652,Defect materieel,atb max 40,2
18,Btl,Lpe,358,3. Hinder,6419,Conflicten/aanpassingen Dienstregeling,LPE: hinder log probleem / Spoorweb-id: 993296,5
26,Amr,Amr,90,3. Hinder,73008,Afwezigheid personeel,MCN,3
5,Bd,Zha,45,3. Hinder,88861,Herplanning (materieel niet of laat beschikbaar),hoort bij sw def mat 914,2
18,Apn,Ztwo,40,3. Hinder,8834,STS passage / Bijna Aanrijding,poging suicide ,0
27,Vkbr,Ledn,90,3. Hinder,2261,STS passage / Bijna Aanrijding,LEDN: ass hulpdst / Spoorweb-id: 997552,2
12,Zvt,Hlm,2610,1. Zeer veel hinder,15424,Aanpassing DRGL op verzoek van de vervoerder,,87
28,Almo,Asd,60,3. Hinder,4658,Herplanning (materieel niet of laat beschikbaar),,2
27,Mt,Hrl,210,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
6,Shl,Amf,90,3. Hinder,11651,Aanpassing DRGL op verzoek van de vervoerder,,4
12,Ah,Nm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
4,Vlgr,Vl,59,3. Hinder,-1,Werkproces rijdend personeel,,0
26,Hdb,Aml,60,3. Hinder,-1,Defect materieel,,0
29,Zvt,Hlm,60,3. Hinder,25452,Aanpassing DRGL op verzoek van de vervoerder,,2
24,Mt,Hrl,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
10,Vlgr,Vl,147,3. Hinder,-1,Werkproces rijdend personeel,,0
10,Alm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
4,Vlgr,Vl,60,3. Hinder,20074,Vertraging veroorzaakt door andere IM / Terminal,,0
11,Mg,Sknd,120,3. Hinder,-1,STS passage / Bijna Aanrijding,,0
25,Utg,Wm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Gn,Vdm,60,3. Hinder,-1,Defect materieel,,0
3,Ah,Nm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Vlgr,Vl,180,3. Hinder,20080,Herplanning personeel,,0
11,Asd,Wp,60,3. Hinder,5891,Aanpassing DRGL op verzoek van de vervoerder,,2
5,Kfhn,Kfhn,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Hlm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Lg,Krd,60,3. Hinder,-1,Defect materieel,,0
22,Sdt,Gnd,108,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
6,Tl,Ut,60,3. Hinder,6786,Aanpassing DRGL op verzoek van de vervoerder,,2
